scope,cancer,endpoint,repeat,fold,seed,n_total,n_train,n_validation,n_test,class_1_train,class_1_validation,class_1_test,patient_overlap_train_test,feature_candidates,features_selected,feature_selection,patient_overlap_train_validation,patient_overlap_validation_test,class_0_train,class_0_validation,class_0_test,bundle_path,bundle_size_bytes,bundle_sha256,selected_modality_counts
per_cancer,LSCC,extreme_os,4,4,42,222,141,36,45,108,25,37,0,296979,100,variance ranking fitted on training rows only,0,0,33,11,8,folds/per_cancer/extreme_os/LSCC/repeat_04/fold_04.tar.zst,37618,5383ff96132218b08e766d0a6c0b7f74b066a2c5f5fc816bad3b789b34db6918,"{""methylation_gene"": 5, ""rnaseq_gene"": 95}"
per_cancer,LUAD,extreme_os,0,0,42,203,129,33,41,104,23,30,0,297448,100,variance ranking fitted on training rows only,0,0,25,10,11,folds/per_cancer/extreme_os/LUAD/repeat_00/fold_00.tar.zst,62490,b03278b0d0524c05b46a697f2f7a007917a9042126556497a76705ff43173540,"{""methylation_gene"": 21, ""rnaseq_gene"": 79}"
per_cancer,LUAD,extreme_os,0,1,42,203,130,32,41,104,26,27,0,297448,100,variance ranking fitted on training rows only,0,0,26,6,14,folds/per_cancer/extreme_os/LUAD/repeat_00/fold_01.tar.zst,73989,6f1aaf1fe5bb9f06f0ccdfb52a2cd81cb9c308fd085885db85734eb521f990c5,"{""methylation_gene"": 29, ""rnaseq_gene"": 71}"
per_cancer,LUAD,extreme_os,0,2,42,203,130,33,40,97,26,34,0,297448,100,variance ranking fitted on training rows only,0,0,33,7,6,folds/per_cancer/extreme_os/LUAD/repeat_00/fold_02.tar.zst,74884,a7436055169b9f85c43edcac52b27153cfa237d9b5767c65439fb7e80bd2747b,"{""cnv_log2"": 11, ""methylation_gene"": 25, ""rnaseq_gene"": 64}"
per_cancer,LUAD,extreme_os,0,3,42,203,129,33,41,97,27,33,0,297448,100,variance ranking fitted on training rows only,0,0,32,6,8,folds/per_cancer/extreme_os/LUAD/repeat_00/fold_03.tar.zst,81711,9ac2d6678e6d35036243ed4a00ea5dda36e3a5a31dc5263df547eb134b460bc1,"{""methylation_gene"": 34, ""rnaseq_gene"": 66}"
per_cancer,LUAD,extreme_os,0,4,42,203,130,33,40,99,25,33,0,297448,100,variance ranking fitted on training rows only,0,0,31,8,7,folds/per_cancer/extreme_os/LUAD/repeat_00/fold_04.tar.zst,73646,f1d3359faba74e4caefff56a05160e02f7dc3cd12930a47c7711e5a3d26c9e54,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,1,0,42,203,129,33,41,100,27,30,0,297448,100,variance ranking fitted on training rows only,0,0,29,6,11,folds/per_cancer/extreme_os/LUAD/repeat_01/fold_00.tar.zst,73748,e62b31398cfd274a63397d630478f917b4c560be725497c7da3fb5cac4a2847a,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,1,1,42,203,129,33,41,98,27,32,0,297448,100,variance ranking fitted on training rows only,0,0,31,6,9,folds/per_cancer/extreme_os/LUAD/repeat_01/fold_01.tar.zst,65419,0ea8c28050e3057c2bb7eceb2493420eaf88eee141ba79e67c2cc2d5b5ccfe3c,"{""methylation_gene"": 22, ""rnaseq_gene"": 78}"
per_cancer,LUAD,extreme_os,1,2,42,203,130,32,41,98,25,34,0,297448,100,variance ranking fitted on training rows only,0,0,32,7,7,folds/per_cancer/extreme_os/LUAD/repeat_01/fold_02.tar.zst,71596,39b2854e8a5a722ddcbb401295fd465bcd8fcee81e3cf7843e04cdc48ee8b60b,"{""methylation_gene"": 27, ""rnaseq_gene"": 73}"
per_cancer,LUAD,extreme_os,1,3,42,203,130,33,40,98,26,33,0,297448,100,variance ranking fitted on training rows only,0,0,32,7,7,folds/per_cancer/extreme_os/LUAD/repeat_01/fold_03.tar.zst,73621,d6a86cccb3d5e19d1cb9ef92e2cb2a89d60a58a361ee910f28e329e5bb4bccbb,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,1,4,42,203,130,33,40,104,25,28,0,297448,100,variance ranking fitted on training rows only,0,0,26,8,12,folds/per_cancer/extreme_os/LUAD/repeat_01/fold_04.tar.zst,82183,dbc7bc440d5aaeb4f5e21fff884b7ef614c744335e2d733ed2bcc7570809289d,"{""cnv_log2"": 11, ""methylation_gene"": 30, ""rnaseq_gene"": 59}"
per_cancer,LUAD,extreme_os,2,0,42,203,129,33,41,95,28,34,0,297448,100,variance ranking fitted on training rows only,0,0,34,5,7,folds/per_cancer/extreme_os/LUAD/repeat_02/fold_00.tar.zst,75596,e225ba4d1ea25b1ff61972a98aba1f8e4575c6712e0d193f0857a595d8380c50,"{""cnv_log2"": 11, ""methylation_gene"": 26, ""rnaseq_gene"": 63}"
per_cancer,LUAD,extreme_os,2,1,42,203,129,33,41,101,26,30,0,297448,100,variance ranking fitted on training rows only,0,0,28,7,11,folds/per_cancer/extreme_os/LUAD/repeat_02/fold_01.tar.zst,73420,e5665510d498260e71597037dfeedf306edc73714b3955e56bd5ed71132080ad,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,2,2,42,203,129,33,41,97,26,34,0,297448,100,variance ranking fitted on training rows only,0,0,32,7,7,folds/per_cancer/extreme_os/LUAD/repeat_02/fold_02.tar.zst,62629,3caf3f0c2f0c6516248183e2ba0e58d674c994bb781aec22027811dbaa458890,"{""methylation_gene"": 20, ""rnaseq_gene"": 80}"
per_cancer,LUAD,extreme_os,2,3,42,203,130,33,40,100,28,29,0,297448,100,variance ranking fitted on training rows only,0,0,30,5,11,folds/per_cancer/extreme_os/LUAD/repeat_02/fold_03.tar.zst,62749,0baa18284c8c18c2062b342c250ff7ada0d07d7950637e16112c2150dae84023,"{""methylation_gene"": 20, ""rnaseq_gene"": 80}"
per_cancer,LUAD,extreme_os,2,4,42,203,130,33,40,101,26,30,0,297448,100,variance ranking fitted on training rows only,0,0,29,7,10,folds/per_cancer/extreme_os/LUAD/repeat_02/fold_04.tar.zst,88467,306d43a74c323659b6161a5a17f14128952a602df38d7b376024bd1167f11feb,"{""methylation_gene"": 39, ""rnaseq_gene"": 61}"
per_cancer,LUAD,extreme_os,3,0,42,203,129,33,41,100,26,31,0,297448,100,variance ranking fitted on training rows only,0,0,29,7,10,folds/per_cancer/extreme_os/LUAD/repeat_03/fold_00.tar.zst,67064,79336b2d18dd6b29593e11ed23f7221e9c804a90945b839ff1864e4eeae3ae5e,"{""methylation_gene"": 24, ""rnaseq_gene"": 76}"
per_cancer,LUAD,extreme_os,3,1,42,203,129,33,41,102,27,28,0,297448,100,variance ranking fitted on training rows only,0,0,27,6,13,folds/per_cancer/extreme_os/LUAD/repeat_03/fold_01.tar.zst,71727,8f1a8247daeaf299fbc9216640e467821c9e2872c3c5555182eb4a28eb07afbd,"{""cnv_log2"": 5, ""methylation_gene"": 23, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,3,2,42,203,129,33,41,98,26,33,0,297448,100,variance ranking fitted on training rows only,0,0,31,7,8,folds/per_cancer/extreme_os/LUAD/repeat_03/fold_02.tar.zst,77507,950353ba32e9730b21c19b5d3a328a416c32dd20edbf0467c74871e126217732,"{""methylation_gene"": 30, ""rnaseq_gene"": 70}"
per_cancer,LUAD,extreme_os,3,3,42,203,130,33,40,97,31,29,0,297448,100,variance ranking fitted on training rows only,0,0,33,2,11,folds/per_cancer/extreme_os/LUAD/repeat_03/fold_03.tar.zst,77368,a501205921d390993088270678986c0169cbf703add39f1e973b43f04a686eb7,"{""cnv_log2"": 3, ""methylation_gene"": 30, ""rnaseq_gene"": 67}"
per_cancer,LUAD,extreme_os,3,4,42,203,130,33,40,97,24,36,0,297448,100,variance ranking fitted on training rows only,0,0,33,9,4,folds/per_cancer/extreme_os/LUAD/repeat_03/fold_04.tar.zst,74252,7210c0073241de44d8994dc175b998d921074880cf316c35d630e7382fcb8dae,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,LUAD,extreme_os,4,0,42,203,129,33,41,104,23,30,0,297448,100,variance ranking fitted on training rows only,0,0,25,10,11,folds/per_cancer/extreme_os/LUAD/repeat_04/fold_00.tar.zst,85207,7bc59cbf93d25caebfab4553b2c753427cabf300ab507804350099471a173820,"{""cnv_log2"": 8, ""methylation_gene"": 34, ""rnaseq_gene"": 58}"
per_cancer,LUAD,extreme_os,4,1,42,203,130,32,41,100,29,28,0,297448,100,variance ranking fitted on training rows only,0,0,30,3,13,folds/per_cancer/extreme_os/LUAD/repeat_04/fold_01.tar.zst,66139,14362665d780ea8316529f603e0382de37ae13aaa32b287df3170b5d45271599,"{""methylation_gene"": 23, ""rnaseq_gene"": 77}"
per_cancer,LUAD,extreme_os,4,2,42,203,129,33,41,96,28,33,0,297448,100,variance ranking fitted on training rows only,0,0,33,5,8,folds/per_cancer/extreme_os/LUAD/repeat_04/fold_02.tar.zst,65962,829a8d85f4825cdf42df48b9bfda2a86ae9ea6a060903b791e79123ab0190ec3,"{""methylation_gene"": 23, ""rnaseq_gene"": 77}"
per_cancer,LUAD,extreme_os,4,3,42,203,130,33,40,96,27,34,0,297448,100,variance ranking fitted on training rows only,0,0,34,6,6,folds/per_cancer/extreme_os/LUAD/repeat_04/fold_03.tar.zst,72222,d3a7955309ab4c1500a2bd3303aace9c15811386e61d8f599bc364dd520860b3,"{""methylation_gene"": 27, ""rnaseq_gene"": 73}"
per_cancer,LUAD,extreme_os,4,4,42,203,130,33,40,97,28,32,0,297448,100,variance ranking fitted on training rows only,0,0,33,5,8,folds/per_cancer/extreme_os/LUAD/repeat_04/fold_04.tar.zst,72930,5524aebd35bdc59bb6d9d4a0cfb72b4afe1f2d8989596cc5b9c43eae5998a00b,"{""methylation_gene"": 27, ""rnaseq_gene"": 73}"
per_cancer,BRCA,os_3yr,0,0,42,501,320,80,101,45,15,11,0,279056,100,variance ranking fitted on training rows only,0,0,275,65,90,folds/per_cancer/os_3yr/BRCA/repeat_00/fold_00.tar.zst,228936,b586504031a453f71e2a66ca2766a33133b51d76255424ab4256453480a74b13,"{""methylation_gene"": 47, ""rnaseq_gene"": 53}"
per_cancer,BRCA,os_3yr,0,1,42,501,320,81,100,45,12,14,0,279056,100,variance ranking fitted on training rows only,0,0,275,69,86,folds/per_cancer/os_3yr/BRCA/repeat_00/fold_01.tar.zst,240158,7310580df922069ebd2a578ee6320e650b4b60f1b9b23265632df2bbec1eb023,"{""methylation_gene"": 51, ""rnaseq_gene"": 49}"
per_cancer,BRCA,os_3yr,0,2,42,501,320,81,100,42,17,12,0,279056,100,variance ranking fitted on training rows only,0,0,278,64,88,folds/per_cancer/os_3yr/BRCA/repeat_00/fold_02.tar.zst,226650,6897b815e9e3f3128c995edbae84388dd317076b55ed5865af0e792767e98924,"{""methylation_gene"": 47, ""rnaseq_gene"": 53}"
per_cancer,BRCA,os_3yr,0,3,42,501,320,81,100,44,11,16,0,279056,100,variance ranking fitted on training rows only,0,0,276,70,84,folds/per_cancer/os_3yr/BRCA/repeat_00/fold_03.tar.zst,220173,d08db6af64e5b8d3f466dda18dfdd847da429dbfedb253927fa3524b1cbbefd3,"{""methylation_gene"": 44, ""rnaseq_gene"": 56}"
per_cancer,BRCA,os_3yr,0,4,42,501,320,81,100,41,12,18,0,279056,100,variance ranking fitted on training rows only,0,0,279,69,82,folds/per_cancer/os_3yr/BRCA/repeat_00/fold_04.tar.zst,276433,ff30a6e136df5cd16113efc4a83deec188986e11ee326206a54808dedcb46448,"{""methylation_gene"": 60, ""rnaseq_gene"": 40}"
per_cancer,BRCA,os_3yr,1,0,42,501,320,80,101,47,10,14,0,279056,100,variance ranking fitted on training rows only,0,0,273,70,87,folds/per_cancer/os_3yr/BRCA/repeat_01/fold_00.tar.zst,248878,313cfae6ca8c838e9bf1439c5db18238b074e25db374cbf951e3b87e05e5e61e,"{""methylation_gene"": 53, ""rnaseq_gene"": 47}"
per_cancer,BRCA,os_3yr,1,1,42,501,321,80,100,47,9,15,0,279056,100,variance ranking fitted on training rows only,0,0,274,71,85,folds/per_cancer/os_3yr/BRCA/repeat_01/fold_01.tar.zst,153999,9a893358a9cecebd2dcbe375846b9ea131ac9bfeb44d7db8c328c8889f3ba5dd,"{""methylation_gene"": 28, ""rnaseq_gene"": 72}"
per_cancer,BRCA,os_3yr,1,2,42,501,320,81,100,54,6,11,0,279056,100,variance ranking fitted on training rows only,0,0,266,75,89,folds/per_cancer/os_3yr/BRCA/repeat_01/fold_02.tar.zst,241471,34a27a3190ab71b6792ec28d9d672ddad17202eb1c346e7efd41d86b65d21d7d,"{""methylation_gene"": 51, ""rnaseq_gene"": 49}"
per_cancer,BRCA,os_3yr,1,3,42,501,320,81,100,45,8,18,0,279056,100,variance ranking fitted on training rows only,0,0,275,73,82,folds/per_cancer/os_3yr/BRCA/repeat_01/fold_03.tar.zst,254796,bcc0dedfcd6e67e4e70737e13558243960cffdd5028fb3bd617dffa0c42f4e86,"{""methylation_gene"": 54, ""rnaseq_gene"": 46}"
per_cancer,BRCA,os_3yr,1,4,42,501,321,80,100,46,12,13,0,279056,100,variance ranking fitted on training rows only,0,0,275,68,87,folds/per_cancer/os_3yr/BRCA/repeat_01/fold_04.tar.zst,190444,ccc75667cc4a848ab269b9f12b35553094deb64c6d2575dc3fb3f7a329b2ff62,"{""methylation_gene"": 37, ""rnaseq_gene"": 63}"
per_cancer,BRCA,os_3yr,2,0,42,501,320,81,100,52,8,11,0,279056,100,variance ranking fitted on training rows only,0,0,268,73,89,folds/per_cancer/os_3yr/BRCA/repeat_02/fold_00.tar.zst,227064,d6d684d014f939cd3b1e29c414eca02aee21fa8f5103fad17bab433995825633,"{""methylation_gene"": 48, ""rnaseq_gene"": 52}"
per_cancer,BRCA,os_3yr,2,1,42,501,321,80,100,44,12,15,0,279056,100,variance ranking fitted on training rows only,0,0,277,68,85,folds/per_cancer/os_3yr/BRCA/repeat_02/fold_01.tar.zst,171636,c96179c96d14b45624f85323d20773cdc15905597a9726029e5252702a92cf49,"{""methylation_gene"": 33, ""rnaseq_gene"": 67}"
per_cancer,BRCA,os_3yr,2,2,42,501,320,80,101,45,12,14,0,279056,100,variance ranking fitted on training rows only,0,0,275,68,87,folds/per_cancer/os_3yr/BRCA/repeat_02/fold_02.tar.zst,235358,eb0b5828b8051881d9a2cdf2c2a842b7fe335733ec01b6983308b8224881d390,"{""methylation_gene"": 49, ""rnaseq_gene"": 51}"
per_cancer,BRCA,os_3yr,2,3,42,501,320,81,100,40,12,19,0,279056,100,variance ranking fitted on training rows only,0,0,280,69,81,folds/per_cancer/os_3yr/BRCA/repeat_02/fold_03.tar.zst,242526,463758bdb195b1da4d00cde9f6028af377c16419072753c553ca05a5dc04faf1,"{""methylation_gene"": 51, ""rnaseq_gene"": 49}"
per_cancer,BRCA,os_3yr,2,4,42,501,320,81,100,45,14,12,0,279056,100,variance ranking fitted on training rows only,0,0,275,67,88,folds/per_cancer/os_3yr/BRCA/repeat_02/fold_04.tar.zst,204772,12f1678876a94d09a3e295f3413d78f1a302acecd24e54781966c4842fce79c7,"{""methylation_gene"": 41, ""rnaseq_gene"": 59}"
per_cancer,BRCA,os_3yr,3,0,42,501,320,80,101,51,11,9,0,279056,100,variance ranking fitted on training rows only,0,0,269,69,92,folds/per_cancer/os_3yr/BRCA/repeat_03/fold_00.tar.zst,259637,132c68d1c6f4cb0af4936ffb1b058823259c1fb9ad4f37c01f9be667712810d2,"{""methylation_gene"": 55, ""rnaseq_gene"": 45}"
per_cancer,BRCA,os_3yr,3,1,42,501,321,80,100,40,10,21,0,279056,100,variance ranking fitted on training rows only,0,0,281,70,79,folds/per_cancer/os_3yr/BRCA/repeat_03/fold_01.tar.zst,201661,7a8792abf6e191af39fe3dc8744999ffcafb3bc38cd26e91e6bcec210ce85e99,"{""methylation_gene"": 41, ""rnaseq_gene"": 59}"
per_cancer,BRCA,os_3yr,3,2,42,501,320,81,100,50,13,8,0,279056,100,variance ranking fitted on training rows only,0,0,270,68,92,folds/per_cancer/os_3yr/BRCA/repeat_03/fold_02.tar.zst,202001,f7641813a40f754a4d9512eee1d54f9b57a60f6522e85bbd87c2c337cf23f3a2,"{""methylation_gene"": 40, ""rnaseq_gene"": 60}"
per_cancer,BRCA,os_3yr,3,3,42,501,321,80,100,44,11,16,0,279056,100,variance ranking fitted on training rows only,0,0,277,69,84,folds/per_cancer/os_3yr/BRCA/repeat_03/fold_03.tar.zst,264397,30596d036629f232aa644c91386e2fb3465fa815e90e9e60c1a172dfc6322360,"{""methylation_gene"": 57, ""rnaseq_gene"": 43}"
per_cancer,BRCA,os_3yr,3,4,42,501,320,81,100,40,14,17,0,279056,100,variance ranking fitted on training rows only,0,0,280,67,83,folds/per_cancer/os_3yr/BRCA/repeat_03/fold_04.tar.zst,223535,735da777d485171f6f6aac85cdd3be229f7d117041b30738a47523e779503940,"{""methylation_gene"": 46, ""rnaseq_gene"": 54}"
per_cancer,BRCA,os_3yr,4,0,42,501,320,81,100,51,8,12,0,279056,100,variance ranking fitted on training rows only,0,0,269,73,88,folds/per_cancer/os_3yr/BRCA/repeat_04/fold_00.tar.zst,233557,99af28b875342261b54ef5324fe9fb807e31c46efec381315508732acbb85951,"{""methylation_gene"": 49, ""rnaseq_gene"": 51}"
per_cancer,BRCA,os_3yr,4,1,42,501,320,80,101,44,8,19,0,279056,100,variance ranking fitted on training rows only,0,0,276,72,82,folds/per_cancer/os_3yr/BRCA/repeat_04/fold_01.tar.zst,188945,a7899d262911875c7992b2de57932b635c776c2377dacad00cec4c46013b196b,"{""methylation_gene"": 37, ""rnaseq_gene"": 63}"
per_cancer,BRCA,os_3yr,4,2,42,501,321,80,100,52,9,10,0,279056,100,variance ranking fitted on training rows only,0,0,269,71,90,folds/per_cancer/os_3yr/BRCA/repeat_04/fold_02.tar.zst,223981,d3e6433a0ad91890b15de5cd4ab51845152895e1ed800330340f47f03a66bad8,"{""methylation_gene"": 46, ""rnaseq_gene"": 54}"
per_cancer,BRCA,os_3yr,4,3,42,501,321,80,100,45,11,15,0,279056,100,variance ranking fitted on training rows only,0,0,276,69,85,folds/per_cancer/os_3yr/BRCA/repeat_04/fold_03.tar.zst,251678,d2299175344defb205911fc36e8bd445f305fa911bfce0d7c67bb6d6c398d209,"{""methylation_gene"": 54, ""rnaseq_gene"": 46}"
per_cancer,BRCA,os_3yr,4,4,42,501,321,80,100,40,16,15,0,279056,100,variance ranking fitted on training rows only,0,0,281,64,85,folds/per_cancer/os_3yr/BRCA/repeat_04/fold_04.tar.zst,232330,508919a9ed10efa940c1d75e63a14aab072d931c72ed4c13ba65e96bf3edb600,"{""methylation_gene"": 48, ""rnaseq_gene"": 52}"
per_cancer,ESCA,os_3yr,0,0,42,86,54,14,18,44,10,14,0,102323,100,variance ranking fitted on training rows only,0,0,10,4,4,folds/per_cancer/os_3yr/ESCA/repeat_00/fold_00.tar.zst,88267,4a78fc5ae889c7874c909308f16d3b594fc4fc8eb59e87e12fe09c4c92d6dc97,"{""methylation_gene"": 86, ""rnaseq_gene"": 14}"
per_cancer,ESCA,os_3yr,0,1,42,86,55,14,17,42,10,16,0,102323,100,variance ranking fitted on training rows only,0,0,13,4,1,folds/per_cancer/os_3yr/ESCA/repeat_00/fold_01.tar.zst,92639,488eed9f96768c5a65cc84c0c8ac7fa4870e209c0bb587e0da50b58d31bd3226,"{""methylation_gene"": 98, ""rnaseq_gene"": 2}"
per_cancer,ESCA,os_3yr,0,2,42,86,55,14,17,43,11,14,0,102323,100,variance ranking fitted on training rows only,0,0,12,3,3,folds/per_cancer/os_3yr/ESCA/repeat_00/fold_02.tar.zst,92547,3eb5d7898ae38b4cafca644e034133c77a8f0d456ba88734bbf8091a892a3163,"{""methylation_gene"": 99, ""rnaseq_gene"": 1}"
per_cancer,ESCA,os_3yr,0,3,42,86,55,14,17,42,14,12,0,102323,100,variance ranking fitted on training rows only,0,0,13,0,5,folds/per_cancer/os_3yr/ESCA/repeat_00/fold_03.tar.zst,88194,4c62eda5fe912a8693426d7551d40d345dcada1fa2c1b12e5663fa3566ba583b,"{""cnv_log2"": 9, ""methylation_gene"": 83, ""rnaseq_gene"": 8}"
per_cancer,ESCA,os_3yr,0,4,42,86,55,14,17,44,12,12,0,102323,100,variance ranking fitted on training rows only,0,0,11,2,5,folds/per_cancer/os_3yr/ESCA/repeat_00/fold_04.tar.zst,92380,d69b8a4bd1314c81fb6107a3ddc833a7a316bb473deda920caff94a4b1afe7dc,"{""methylation_gene"": 99, ""rnaseq_gene"": 1}"
per_cancer,ESCA,os_3yr,1,0,42,86,55,14,17,43,12,13,0,102323,100,variance ranking fitted on training rows only,0,0,12,2,4,folds/per_cancer/os_3yr/ESCA/repeat_01/fold_00.tar.zst,88443,9551975a7db93c74bcb01830aead4a98c70ba6a8f734290c1fbdcb06b3b59bd1,"{""cnv_log2"": 1, ""methylation_gene"": 85, ""rnaseq_gene"": 14}"
per_cancer,ESCA,os_3yr,1,1,42,86,54,14,18,43,10,15,0,102323,100,variance ranking fitted on training rows only,0,0,11,4,3,folds/per_cancer/os_3yr/ESCA/repeat_01/fold_01.tar.zst,92264,fc49f1c8a727ea59bdfd6a80db0efdae3182f90fb2d832ed79e44744ac72ca9f,"{""methylation_gene"": 98, ""rnaseq_gene"": 2}"
per_cancer,ESCA,os_3yr,1,2,42,86,55,14,17,43,11,14,0,102323,100,variance ranking fitted on training rows only,0,0,12,3,3,folds/per_cancer/os_3yr/ESCA/repeat_01/fold_02.tar.zst,89686,19001ffcc3209d27aab42a6bf2b9196209076bf74e497eafb097ce6d82794d21,"{""cnv_log2"": 8, ""methylation_gene"": 85, ""rnaseq_gene"": 7}"
per_cancer,ESCA,os_3yr,1,3,42,86,55,14,17,44,13,11,0,102323,100,variance ranking fitted on training rows only,0,0,11,1,6,folds/per_cancer/os_3yr/ESCA/repeat_01/fold_03.tar.zst,92425,85517b15b1b5258d09afba30a52cf67a6263067a09e8a3a851fa969473ba9ad3,"{""methylation_gene"": 99, ""rnaseq_gene"": 1}"
per_cancer,ESCA,os_3yr,1,4,42,86,55,14,17,41,12,15,0,102323,100,variance ranking fitted on training rows only,0,0,14,2,2,folds/per_cancer/os_3yr/ESCA/repeat_01/fold_04.tar.zst,88802,b44a44fba3f62f3fddc7cc82d0bdc1340c2cb7903fe337790eb1c295accb2802,"{""cnv_log2"": 4, ""methylation_gene"": 85, ""rnaseq_gene"": 11}"
per_cancer,ESCA,os_3yr,2,0,42,86,54,14,18,42,12,14,0,102323,100,variance ranking fitted on training rows only,0,0,12,2,4,folds/per_cancer/os_3yr/ESCA/repeat_02/fold_00.tar.zst,87079,fc0c90660d095d21e313a1d5579cde15189af180c5dd122aeb1ba917b5cebac6,"{""cnv_log2"": 4, ""methylation_gene"": 81, ""rnaseq_gene"": 15}"
per_cancer,ESCA,os_3yr,2,1,42,86,55,14,17,42,12,14,0,102323,100,variance ranking fitted on training rows only,0,0,13,2,3,folds/per_cancer/os_3yr/ESCA/repeat_02/fold_01.tar.zst,92333,afff3006fd39904c1f43781d0b4354992d604caf7bae085d93f0364fe16c29ac,"{""methylation_gene"": 98, ""rnaseq_gene"": 2}"
per_cancer,ESCA,os_3yr,2,2,42,86,55,14,17,44,12,12,0,102323,100,variance ranking fitted on training rows only,0,0,11,2,5,folds/per_cancer/os_3yr/ESCA/repeat_02/fold_02.tar.zst,91834,6b24860c5de48df9c211afb73615fc19aa1c64a99f6abbca453e6d656a8964b2,"{""methylation_gene"": 97, ""rnaseq_gene"": 3}"
per_cancer,ESCA,os_3yr,2,3,42,86,55,14,17,44,11,13,0,102323,100,variance ranking fitted on training rows only,0,0,11,3,4,folds/per_cancer/os_3yr/ESCA/repeat_02/fold_03.tar.zst,89878,0adcdfb09ad514583d6f8563e5b9a4000f896ff8c37f38e7b7b6fdc45cba54cc,"{""cnv_log2"": 2, ""methylation_gene"": 88, ""rnaseq_gene"": 10}"
per_cancer,ESCA,os_3yr,2,4,42,86,55,14,17,42,11,15,0,102323,100,variance ranking fitted on training rows only,0,0,13,3,2,folds/per_cancer/os_3yr/ESCA/repeat_02/fold_04.tar.zst,92645,8343c6e9f277145cc01205973f5c3870533dff82f7a8471af4ff9cf8814790a3,"{""methylation_gene"": 99, ""rnaseq_gene"": 1}"
per_cancer,ESCA,os_3yr,3,0,42,86,54,14,18,42,12,14,0,102323,100,variance ranking fitted on training rows only,0,0,12,2,4,folds/per_cancer/os_3yr/ESCA/repeat_03/fold_00.tar.zst,90865,6e3f9a8aded68d0ffd661483aa93f39c4de38dcbaf8460163fa3ebed776088a0,"{""cnv_log2"": 1, ""methylation_gene"": 90, ""rnaseq_gene"": 9}"
per_cancer,ESCA,os_3yr,3,1,42,86,55,14,17,42,10,16,0,102323,100,variance ranking fitted on training rows only,0,0,13,4,1,folds/per_cancer/os_3yr/ESCA/repeat_03/fold_01.tar.zst,89339,a88c6c6fa52eeeb0e4171333bb268fc22388ec4316eeef7469f2dba80735feb8,"{""cnv_log2"": 9, ""methylation_gene"": 85, ""rnaseq_gene"": 6}"
per_cancer,ESCA,os_3yr,3,2,42,86,55,14,17,44,10,14,0,102323,100,variance ranking fitted on training rows only,0,0,11,4,3,folds/per_cancer/os_3yr/ESCA/repeat_03/fold_02.tar.zst,92487,b8d5e5c75144b37240ba405423c2351b1dd6dc410a6479fdb09e069497c513ac,"{""methylation_gene"": 98, ""rnaseq_gene"": 2}"
per_cancer,ESCA,os_3yr,3,3,42,86,55,14,17,45,12,11,0,102323,100,variance ranking fitted on training rows only,0,0,10,2,6,folds/per_cancer/os_3yr/ESCA/repeat_03/fold_03.tar.zst,92191,2746a333ed9b291750da2071c8133290241e7602049dcddf5ba43f726f2c0dd3,"{""methylation_gene"": 98, ""rnaseq_gene"": 2}"
per_cancer,ESCA,os_3yr,3,4,42,86,55,14,17,47,8,13,0,102323,100,variance ranking fitted on training rows only,0,0,8,6,4,folds/per_cancer/os_3yr/ESCA/repeat_03/fold_04.tar.zst,91926,bfbb646d7e3a9197a9bf912ee80b0e6e290e56d81b7ea4b3369f81a34c19401a,"{""methylation_gene"": 97, ""rnaseq_gene"": 3}"
per_cancer,ESCA,os_3yr,4,0,42,86,54,14,18,42,11,15,0,102323,100,variance ranking fitted on training rows only,0,0,12,3,3,folds/per_cancer/os_3yr/ESCA/repeat_04/fold_00.tar.zst,90509,f6133d3db55d9f9b1f017d738849a97dbf0cb488ea809317c157726044dfa947,"{""methylation_gene"": 94, ""rnaseq_gene"": 6}"
per_cancer,ESCA,os_3yr,4,1,42,86,55,14,17,42,13,13,0,102323,100,variance ranking fitted on training rows only,0,0,13,1,4,folds/per_cancer/os_3yr/ESCA/repeat_04/fold_01.tar.zst,92970,50f02faf4a532dffc2f56447fa6f69494397972d7d7c672dfc555f4cd1b207c0,"{""methylation_gene"": 100}"
per_cancer,ESCA,os_3yr,4,2,42,86,55,14,17,45,11,12,0,102323,100,variance ranking fitted on training rows only,0,0,10,3,5,folds/per_cancer/os_3yr/ESCA/repeat_04/fold_02.tar.zst,90798,57af4b919de72bfe356f0126b0e52cc72ba900caa672fad559465754a3f820e8,"{""methylation_gene"": 95, ""rnaseq_gene"": 5}"
per_cancer,ESCA,os_3yr,4,3,42,86,55,14,17,42,12,14,0,102323,100,variance ranking fitted on training rows only,0,0,13,2,3,folds/per_cancer/os_3yr/ESCA/repeat_04/fold_03.tar.zst,82713,5f860b591921d2d55a3265a24f1a295bab2b58572dbdb9ee398e2c571e458f4f,"{""cnv_log2"": 16, ""methylation_gene"": 74, ""rnaseq_gene"": 10}"
